# Journées européennes du patrimoine 2026 — photos prises sur les sites officiels et REGARDÉES
# une à une le 23/09 avant d'être retenues. id WordPress (FR) <TAB> image <TAB> crédit <TAB> ce qu'elle montre
11606	https://www.lovevda.it/immagini/DisplayImage/105982	lovevda.it – Regione autonoma Valle d'Aosta	château d'Ussel, contre-plongée
11618	https://www.lovevda.it/immagini/DisplayImage/93750	lovevda.it – Regione autonoma Valle d'Aosta	château d'Issogne au crépuscule (la photo du restaurateur montre la fontaine, pas les fresques : écartée)
11786	https://www.lovevda.it/immagini/DisplayImage/26270	lovevda.it – Regione autonoma Valle d'Aosta	lunette peinte du portique d'Issogne (scène de marché)
11746	https://www.lovevda.it/immagini/DisplayImage/24935	lovevda.it – Regione autonoma Valle d'Aosta	ruines de Châtel-Argent au-dessus des vignes
11862	https://www.lovevda.it/immagini/DisplayImage/27009	lovevda.it – Regione autonoma Valle d'Aosta	planches d'illustrations botaniques au musée de Saint-Pierre
11842	https://www.castellogamba.vda.it/Media/CastelloGamba/MediaSlide/Foto-accensione-Orbita-di-Massimo-Uberti-al-Castello-Gamba2.jpg	Castello Gamba – Museo d'arte moderna e contemporanea	Castello Gamba de nuit, anneau lumineux
11686	https://www.castellogamba.vda.it/Media/CastelloGamba/Mostre/Franco%20Perrotti%20-%20Chiesa%20Valdese_1200x550.jpg	Castello Gamba – Museo d'arte moderna e contemporanea (© Daniela Pellegrini Foto)	colombes en céramique de Perrotti dans la Chiesa Valdese
11728	https://www.regione.vda.it/immagine.aspx?pk=103063	Regione autonoma Valle d'Aosta	salle de l'exposition Chagall au MAR vue d'en haut (le tableau « Isaïe » écarté : œuvre sous droits SIAE)
11734	https://www.lovevda.it/immagini/DisplayImage/25419	lovevda.it – Regione autonoma Valle d'Aosta	calidarium de la villa romaine de la Consolata
11722	https://www.regione.vda.it/immagine.aspx?pk=67549	Regione autonoma Valle d'Aosta – Archivio storico regionale	sceau de cire d'Emmanuel-Philibert de Savoie conservé aux archives
11857	https://www.lovevda.it/immagini/DisplayImage/1361	lovevda.it – Regione autonoma Valle d'Aosta	section jeunesse de la bibliothèque régionale (800 px)
11814	https://www.lovevda.it/immagini/DisplayImage/3194	lovevda.it – Regione autonoma Valle d'Aosta	hôtel de ville d'Aoste, place Chanoux
11716	https://www.academiestanselme.eu/asset/img-sede-home-1.jpg	Académie Saint-Anselme	cour de la Tour Saint-Anselme
11740	https://www.lovevda.it/immagini/DisplayImage/99736	lovevda.it – Regione autonoma Valle d'Aosta	chapelle San Giuseppe restaurée, façade peinte
11752	https://www.lovevda.it/immagini/DisplayImage/27082	lovevda.it – Regione autonoma Valle d'Aosta	lion de saint Marc, fresque de l'église Saint-Maurice de Sarre
12102	https://www.gal.vda.it/wp-content/uploads/2025/11/GAL-VDA-PROGETTI-La-Parrocchia-di-San-Maurizio-a-Sarre.jpg	GAL Valle d'Aosta	église Saint-Maurice de Sarre et sa place
11769	https://www.lovevda.it/immagini/DisplayImage/69966	lovevda.it – Regione autonoma Valle d'Aosta	métier à tisser de la coopérative Lou Dzeut
11782	https://www.anciensremedesjovencan.it/mar/vetrine/maison_%204_1_s.jpg	Maison des Anciens Remèdes – Jovençan	façade de la Maison des Anciens Remèdes
11804	https://www.anciensremedesjovencan.it/mar/vetrine/foto_jardin_2_10_1_s.jpg	Maison des Anciens Remèdes – Jovençan	jardin ethnobotanique et tour
11833	https://www.lovevda.it/immagini/DisplayImage/25315	lovevda.it – Regione autonoma Valle d'Aosta	Maison de Mosse à Runaz (800 px)
11866	https://lartisana.vda.it/wp-content/uploads/2024/06/DSC01734.jpg	L'Artisanà – MAV Fénis	vitrine du MAV : statues et croix sculptées
